127.0.0.1 - - [22/Jun/2023:10:20:29 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:17:52 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123&pw=123&age=12&age=122&birth=234235&gender=2&addr=%ED%95%B4%EC%99%B8 HTTP/1.1" 200 5664
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:18:01 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123&pw=123&age=12&age=122&birth=234235&gender=2&addr=%ED%95%B4%EC%99%B8 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:18:01 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123&pw=123&age=12&age=122&birth=234235&gender=2&addr=%ED%95%B4%EC%99%B8 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:18:03 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123&pw=123&age=12&age=122&birth=234235&gender=2&addr=%ED%95%B4%EC%99%B8 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:18:05 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123&pw=123&age=12&age=122&birth=234235&gender=2&addr=%ED%95%B4%EC%99%B8 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:18:08 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123&pw=123&age=12&age=122&birth=234235&gender=2&addr=%ED%95%B4%EC%99%B8 HTTP/1.1" 200 5664
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:18:16 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123&pw=123&age=12&age=122&birth=234235&gender=2&addr=%ED%95%B4%EC%99%B8 HTTP/1.1" 200 5664
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:18:34 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123123&pw=123123&age=123&age=321&birth=123123&gender=1&browser=2&browser=3&browser=%ED%8C%8C%EC%9D%B4%EC%96%B4%ED%8F%AD%EC%8A%A4&browser=%EC%98%A4%ED%8E%98%EB%9D%BC HTTP/1.1" 200 5664
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:21:23 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123123&pw=123123&age=123&age=321&birth=123123&gender=1&browser=2&browser=3&browser=%ED%8C%8C%EC%9D%B4%EC%96%B4%ED%8F%AD%EC%8A%A4&browser=%EC%98%A4%ED%8E%98%EB%9D%BC HTTP/1.1" 200 5865
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:42:57 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123123&pw=123123&age=123&age=321&birth=123123&gender=1&browser=2&browser=3&browser=%ED%8C%8C%EC%9D%B4%EC%96%B4%ED%8F%AD%EC%8A%A4&browser=%EC%98%A4%ED%8E%98%EB%9D%BC HTTP/1.1" 200 6147
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:43:21 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123123&pw=123123&age=123&age=321&birth=123123&gender=1&browser=2&browser=3&browser=%ED%8C%8C%EC%9D%B4%EC%96%B4%ED%8F%AD%EC%8A%A4&browser=%EC%98%A4%ED%8E%98%EB%9D%BC HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:43:22 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123123&pw=123123&age=123&age=321&birth=123123&gender=1&browser=2&browser=3&browser=%ED%8C%8C%EC%9D%B4%EC%96%B4%ED%8F%AD%EC%8A%A4&browser=%EC%98%A4%ED%8E%98%EB%9D%BC HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:43:23 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123123&pw=123123&age=123&age=321&birth=123123&gender=1&browser=2&browser=3&browser=%ED%8C%8C%EC%9D%B4%EC%96%B4%ED%8F%AD%EC%8A%A4&browser=%EC%98%A4%ED%8E%98%EB%9D%BC HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:43:23 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123123&pw=123123&age=123&age=321&birth=123123&gender=1&browser=2&browser=3&browser=%ED%8C%8C%EC%9D%B4%EC%96%B4%ED%8F%AD%EC%8A%A4&browser=%EC%98%A4%ED%8E%98%EB%9D%BC HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:43:24 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123123&pw=123123&age=123&age=321&birth=123123&gender=1&browser=2&browser=3&browser=%ED%8C%8C%EC%9D%B4%EC%96%B4%ED%8F%AD%EC%8A%A4&browser=%EC%98%A4%ED%8E%98%EB%9D%BC HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:43:26 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123123&pw=123123&age=123&age=321&birth=123123&gender=1&browser=2&browser=3&browser=%ED%8C%8C%EC%9D%B4%EC%96%B4%ED%8F%AD%EC%8A%A4&browser=%EC%98%A4%ED%8E%98%EB%9D%BC HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:43:27 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123123&pw=123123&age=123&age=321&birth=123123&gender=1&browser=2&browser=3&browser=%ED%8C%8C%EC%9D%B4%EC%96%B4%ED%8F%AD%EC%8A%A4&browser=%EC%98%A4%ED%8E%98%EB%9D%BC HTTP/1.1" 200 6148
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:44:34 +0900] "GET /01_01_html/day04/Ex01_Form.html?id=123123&pw=123123&age=123&age=321&birth=123123&gender=1&browser=2&browser=3&browser=%ED%8C%8C%EC%9D%B4%EC%96%B4%ED%8F%AD%EC%8A%A4&browser=%EC%98%A4%ED%8E%98%EB%9D%BC HTTP/1.1" 200 6177
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:47:33 +0900] "GET /01_01_html/day04/Ex02_Form.html HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:49:58 +0900] "GET /01_01_html/day04/Ex02_Form.html HTTP/1.1" 200 395
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:50:11 +0900] "GET /01_01_html/day04/Ex02_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:50:12 +0900] "GET /01_01_html/day04/Ex02_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:50:12 +0900] "GET /01_01_html/day04/Ex02_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:50:13 +0900] "GET /01_01_html/day04/Ex02_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:50:13 +0900] "GET /01_01_html/day04/Ex02_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:50:13 +0900] "GET /01_01_html/day04/Ex02_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:50:14 +0900] "GET /01_01_html/day04/Ex02_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:50:14 +0900] "GET /01_01_html/day04/Ex02_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:50:16 +0900] "GET /01_01_html/day04/Ex02_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:50:16 +0900] "GET /01_01_html/day04/Ex02_Form.html HTTP/1.1" 200 393
0:0:0:0:0:0:0:1 - - [22/Jun/2023:11:50:16 +0900] "GET /01_01_html/day04/Ex02_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:08:23 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 200 115
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:08:58 +0900] "GET /01_01_html/day04/Ex02_Form.html HTTP/1.1" 200 584
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:09:32 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 200 377
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:10:30 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 200 475
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:10:32 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:11:26 +0900] "GET /01_01_html/day03/Ex08_ul_menu.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:11:34 +0900] "GET /01_01_html/day03/Ex07_list.html HTTP/1.1" 200 1861
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:37 +0900] "GET /01_01_html/day03/Ex07_list.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:38 +0900] "GET /01_01_html/day03/Ex07_list.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:41 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 200 779
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:46 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:47 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:47 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:48 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:48 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:48 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:49 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:49 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:49 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:49 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:50 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:50 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:50 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:50 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:51 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:51 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:51 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:51 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 200 763
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:51 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:52 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:52 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:52 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:53 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:53 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:54 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:54 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:55 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:55 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:56 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:56 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:56 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:57 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:57 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:57 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:57 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:12:58 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:13:18 +0900] "GET /01_01_html/day04/Ex01_Form.html HTTP/1.1" 200 6177
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:14:13 +0900] "GET /01_01_html/day04/Ex01_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:14:14 +0900] "GET /01_01_html/day04/Ex01_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:14:15 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 200 999
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:14:15 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:14:16 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:14:16 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:14:21 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:14:21 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:14:22 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:14:22 +0900] "GET /01_01_html/day04/Ex03_Form.html HTTP/1.1" 304 -
